0	14.1044
0.5444	13.9956
0.5402	14.0479
0.5726	14.0452
0.6745	14.0184
0.7553	14.0605
0.8032	14.0339
1.0839	14.0907
1.0221	14.1281
1.1971	14.1258
1.1677	14.087
1.0913	14.1001
1.1332	14.0526
1.1508	14.0836
1.1143	14.0521
1.0978	14.04
1.1673	14.0419
1.2141	14.0426
1.2157	14.0893
1.1481	14.1346
1.1987	14.0761
1.2333	14.0327
1.2044	14.0965
1.0974	14.0859
1.1881	14.0928
1.2947	14.1817
1.3822	14.1761
1.3755	14.1379
1.3841	14.0943
1.3459	14.1113
1.376	14.1532
1.2677	14.0944
1.3289	14.0821
1.3347	14.0497
1.4205	14.1247
1.3348	14.1028
1.3844	14.1079
1.3099	14.0759
1.3573	14.1986
1.3725	14.1214
1.3928	14.1671
1.4046	14.1272
1.3832	14.0643
1.4257	14.0944
1.4709	14.0825
1.4469	14.1044
1.4798	14.1196
1.4623	14.0882
1.5286	14.1549
1.4388	14.0606
1.4761	14.1294
1.4541	14.0936
1.4235	14.0666
1.4327	14.066
1.3707	14.2132
1.3336	14.1274
1.4615	14.0477
1.4308	14.0772
1.3695	14.0542
1.5157	14.0319
1.439	14.112
1.4472	14.1364
1.3962	14.1096
1.4197	14.1028
1.4432	14.1799
1.4151	14.1147
1.4444	14.1522
1.6121	14.1827
1.5382	14.1434
1.5685	14.0924
1.5763	14.0975
1.6725	14.1558
1.6145	14.1051
1.4767	14.1634
1.5922	14.1192
1.6457	14.1132
1.6303	14.1186
1.6419	14.1609
1.6742	14.1508
1.588	14.1289
1.5907	14.0899
1.5536	14.1183
1.6034	14.1645
1.567	14.1195
1.5115	14.1448
1.558	14.1107
1.6395	14.1048
1.6829	14.1987
1.587	14.153
1.5893	14.111
1.6756	14.1457
1.6753	14.167
1.6486	14.1767
1.6402	14.1039
1.6216	14.1345
1.5743	14.1651
1.6344	14.149
1.6329	14.2006
1.7304	14.1338
1.7132	14.1643
1.7685	14.1502
1.6822	14.2168
1.6343	14.1319
1.7503	14.1465
1.7516	14.1436
1.6673	14.1211
1.7038	14.0846
1.7071	14.1265
1.628	14.1292
1.6669	14.192
1.6195	14.1013
1.6089	14.1717
1.6347	14.122
1.5279	14.172
1.6691	14.1878
1.6191	14.2029
1.519	14.1423
1.5671	14.1419
1.6207	14.1239
1.6354	14.1731
1.5933	14.093
1.584	14.1002
1.6294	14.1813
1.5974	14.0985
1.6121	14.1601
1.6634	14.1238
1.6349	14.1483
1.5063	14.1286
1.5399	14.187
1.6852	14.1433
1.4977	14.1223
1.5919	14.1163
1.585	14.1611
1.5967	14.0703
1.5698	14.1405
1.6601	14.1432
1.5828	14.1357
1.5526	14.1381
1.6224	14.1385
1.6521	14.1281
1.6148	14.098
1.5743	14.1176
1.6788	14.0988
1.6546	14.1544
1.5906	14.1112
1.727	14.107
1.583	14.1671
1.6518	14.14
1.5978	14.1521
1.5565	14.1436
1.6475	14.0908
1.5307	14.1438
1.5677	14.1525
1.6626	14.1281
1.5147	14.1609
1.6265	14.1997
1.5705	14.1273
1.5526	14.1394
1.5473	14.2022
1.5471	14.1588
1.6113	14.1721
1.6346	14.1816
1.7132	14.1995
1.7048	14.1283
1.6341	14.0993
1.6108	14.2179
1.6233	14.1832
1.6675	14.245
1.5801	14.1257
1.5774	14.0836
1.6149	14.1538
1.6781	14.1515
1.6825	14.1462
1.6021	14.1183
1.5258	14.1759
1.5913	14.1568
1.6013	14.078
1.502	14.1307
1.6019	14.1332
1.543	14.2009
1.617	14.136
1.525	14.1331
1.5393	14.0799
1.6471	14.2394
1.5822	14.1439
1.6497	14.2153
1.6452	14.1643
1.6869	14.1029
1.6202	14.1086
1.6804	14.0668
1.6585	14.1395
1.6613	14.1428
1.658	14.0789
1.6841	14.1551
1.6948	14.1105
1.679	14.0697
1.717	14.1408
1.6562	14.1811
1.744	14.1671
1.7457	14.1417
1.7231	14.1263
1.7433	14.0967
1.6809	14.1262
1.6093	14.0606
1.6134	14.1514
1.6149	14.022
1.6261	14.0697
1.6552	14.1565
1.6028	14.1168
1.5709	14.1082
1.6616	14.0566
1.7021	14.1274
1.5813	14.0937
1.5371	14.1192
1.5578	14.1329
1.6112	14.0992
1.7	14.0571
1.7397	14.1498
1.6454	14.1404
1.6949	14.0574
1.6395	14.0643
1.6381	14.1318
1.6726	14.111
1.5857	14.1193
1.6449	14.123
1.6311	14.0997
1.5857	14.1451
1.5625	14.1331
1.6116	14.0876
1.6112	14.2095
1.6422	14.0632
1.6499	14.1362
1.6428	14.0753
1.6076	14.0673
1.7072	14.0786
1.7354	14.1591
1.7627	14.1351
1.6855	14.1674
1.7013	14.1878
1.6212	14.1061
1.7013	14.1719
1.6969	14.1045
1.6827	14.0668
1.6417	14.1126
1.6345	14.0366
1.6886	14.1157
1.6487	14.1315
1.6548	14.0798
1.694	14.0628
1.6071	14.0159
1.6893	14.0952
1.6085	14.0459
1.6343	14.1484
1.6303	14.0753
1.6565	14.1219
1.5723	14.0701
1.6298	14.0582
1.6403	14.0361
1.7761	14.0877
1.6125	14.0751
1.6448	14.0636
1.7298	14.0498
1.6653	14.0422
1.7047	14.1223
1.7064	14.0266
1.6737	14.1033
1.6504	14.053
1.6452	14.0698
1.7359	14.044
1.7088	14.0634
1.6012	14.0717
1.6539	14.1002
1.7707	14.0639
1.735	14.0528
1.7464	14.0528
1.7764	14.0652
1.7287	14.0875
1.7155	14.0655
1.6907	14.0757
1.6955	14.042
1.7356	14.0128
1.7144	14.0163
1.6784	14.0977
1.6998	14.0888
1.6856	14.1419
1.7086	14.0984
1.6281	14.1044
1.6304	14.1112
1.5772	14.1061
1.6265	14.0341
1.6712	14.1105
1.66	14.0395
1.7469	14.0401
1.6253	14.1189
1.6753	14.0057
1.6573	14.0508
1.7739	14.0896
1.6374	14.0598
1.6189	14.0006
1.6234	14.0321
1.6458	14.0204
1.6484	14.0572
1.5991	13.9947
1.6268	14.057
1.7195	14.0082
1.5975	14.003
1.6436	14.0351
1.5744	14.0062
1.686	13.9814
1.5696	13.9917
1.6557	14.0341
1.6337	14.0407
1.5966	13.9983
1.5554	14.0445
1.6573	14.0694
1.7154	14.0862
1.5792	14.0271
1.6175	14.0165
1.569	14.064
1.6305	14.0548
1.6407	14.103
1.5769	14.1603
1.6239	14.0843
1.6223	14.0678
1.5762	14.0487
1.625	14.0609
1.5991	14.0338
1.6003	14.072
1.6183	14.055
1.6401	14.0645
1.6904	14.0125
1.6362	14.039
1.6355	14.0194
1.672	14.0754
1.7019	14.1046
1.5972	14.0773
1.6367	14.0818
1.5735	14.0067
1.5615	14.0823
1.5394	14.065
1.5738	14.0853
1.5474	14.1197
1.5761	14.0043
1.6407	14.0755
1.5397	14.0539
1.6063	14.1497
1.6247	14.0331
1.5977	14.0639
1.6315	14.1046
1.6259	14.123
1.6587	14.0182
1.7172	14.0537
1.6269	14.0617
1.5787	14.0477
1.5836	14.075
1.5642	14.052
1.5597	14.0704
1.6155	14.1042
1.5507	14.1133
1.565	14.0374
1.5843	14.1165
1.5459	14.0861
1.5159	14.0227
1.5697	14.0695
1.5631	14.0255
1.5227	14.0385
1.5227	14.0611
1.5579	14.1005
1.4956	14.077
1.5741	14.0516
1.5087	14.0586
1.5271	14.1168
1.4966	14.041
1.5165	14.1106
1.6104	14.0819
1.5613	14.0576
1.5771	14.0815
1.5168	14.0776
1.5218	14.0746
1.4501	14.0079
1.5234	14.0926
1.5119	14.0821
1.5716	14.0524
1.6046	14.0387
1.5346	14.0842
1.5083	14.0992
1.5422	14.0673
1.6447	14.1146
1.5652	14.0392
1.5843	14.1395
1.6278	14.0263
1.6175	14.0328
1.5605	14.1166
1.5757	14.1045
1.6273	14.0962
1.5655	14.0603
1.5536	14.1164
1.6674	14.1161
1.5407	14.1207
1.5349	14.1069
1.5559	14.0638
1.5978	14.0978
1.646	14.0949
1.5888	14.0891
1.632	14.0926
1.6653	14.0986
1.6771	14.0969
1.6064	14.1095
1.6366	14.1281
1.507	14.1262
1.6002	14.0432
1.5353	14.0995
