0	14.0724
0.6375	14.0205
0.6295	14.0701
0.6721	14.0466
0.5964	13.993
0.5554	13.9594
0.707	13.9906
0.6237	14.0333
0.6495	14.0696
0.6858	14.0553
0.7704	13.9993
0.8428	14.0664
0.7456	14.0874
0.74	14.0659
0.7795	14.063
0.8395	14.061
0.8669	14.086
0.7885	14.0852
0.872	14.0503
0.7812	14.076
0.7147	14.1028
0.8313	14.0598
0.7811	14.1506
0.8268	14.051
0.7725	14.1208
0.8055	14.0659
0.7757	14.0821
0.7162	14.0875
0.8218	14.0653
0.8477	14.0666
0.824	14.1236
0.7777	14.0755
0.801	14.0517
0.7727	14.083
0.7975	14.0851
0.7812	14.0777
0.8316	14.0854
0.89	13.9974
0.8376	14.0727
0.8619	13.9958
0.8169	14.124
0.817	14.0284
0.8657	14.0301
0.849	14.0309
0.7584	14.0265
0.8196	14.0865
0.8118	14.0073
0.8522	14.0563
0.8352	14.0167
0.9151	14.0804
0.8329	14.0638
0.8754	14.0622
0.9036	14.1192
0.8698	14.1049
0.8741	14.0752
0.9654	14.0841
0.8993	14.0112
0.9278	14.0042
0.9572	14.1605
0.9683	14.0491
1.0402	14.0712
0.9873	14.0152
0.9593	14.0491
1.0629	14.1042
1.0806	14.021
1.0107	13.9877
1.0178	14.0752
1.0602	14.0393
1.092	14.0109
1.0798	13.9951
1.1051	13.9973
1.0668	14.0053
1.0935	14.0349
1.0554	14.0591
1.1331	14.0323
1.0773	14.0854
1.1614	14.0543
1.1078	14.0553
1.0377	14.0609
1.1126	14.0479
1.0679	14.0409
1.0814	14.0056
1.081	14.0621
1.0885	14.0939
1.128	14.0462
1.0545	14.0676
1.1343	14.0619
1.1144	14.0319
1.1043	14.046
1.1246	14.0378
1.0789	14.0002
1.121	14.0661
1.181	14.1566
1.2033	14.1001
1.2374	14.066
1.2381	14.1184
1.1553	14.1341
1.2719	14.0636
1.3432	14.125
1.3142	14.1225
1.2318	14.0774
1.3413	14.1002
1.2477	14.0897
1.2582	14.1064
1.2506	14.0509
1.2257	14.0074
1.2542	14.0459
1.2145	14.1022
1.2495	14.0339
1.2422	14.0746
1.2019	14.0317
1.2983	14.0606
1.2735	14.0703
1.2343	14.05
1.2525	14.0981
1.2063	13.9581
1.303	14.0263
1.3049	14.0198
1.2801	14.05
1.3049	14.0798
1.3142	14.0936
1.2097	14.0937
1.2784	14.0164
1.2412	14.0434
1.2657	14.0778
1.2693	14.0203
1.1923	13.9655
1.2057	14.014
1.2542	13.9974
1.288	14.0591
1.3078	14.0081
1.2539	14.0547
1.292	14.0145
1.2752	13.9894
1.2064	14.0022
1.2241	14.1447
1.2021	14.0217
1.2535	14.0329
1.2005	14.0281
1.2194	13.9683
1.2856	13.9557
1.2151	13.9935
1.2032	14.0457
1.2094	14.0034
1.2474	14.0554
1.2851	14.0543
1.1036	14.0764
1.2473	13.9811
1.301	14.0263
1.2549	13.9893
1.253	14.0124
1.1597	13.9863
1.1892	14.0042
1.2161	14.024
1.1967	14.091
1.3012	14.0653
1.24	14.0414
1.2676	14.0152
1.2125	13.9878
1.3172	13.9773
1.2941	14.0328
1.2488	14.0434
1.1889	14.0104
1.2305	14.053
1.195	14.0267
1.1607	14.0211
1.1184	13.9871
1.1883	14.0645
1.2127	13.9777
1.2057	13.8894
1.1739	14.0509
1.1923	14.0314
1.2287	14.0142
1.249	14.0401
1.2222	14.0553
1.2158	14.0897
1.2313	13.9858
1.147	14
1.2647	14.0265
1.289	14.04
1.1794	14.005
